OBJECTID,UNITID,AGENCY,FIRENAME,FIRENUM,STARTDATE,PERIMDATE,ACRES,YEAR,CAUSE,SHAPEAREA,SHAPELEN
290,WACOA,COLVILLE AGENCY,TIMM BROTHERS,182,2012/09/09 07:00:00+00,2012/09/11 07:00:00+00,1358.68394334,2012,MISCELLANEOUS,59184035.835011,45215.9301419692
291,WACOA,COLVILLE AGENCY,JIM CREEK #3,171,2012/09/08 07:00:00+00,2012/09/12 07:00:00+00,26.1523987,2012,LIGHTNING,1139193.930466,4997.67818323016
292,WAWFS,WA FIRE SERVICE,LEAHY JUNCTION,308,2012/09/10 07:00:00+00,2012/09/13 07:00:00+00,72425.92991647,2012,LIGHTNING,3154860887.67987,403190.247927899
293,WASPD,SPOKANE BLM,BARKER CANYON,50491,2012/09/08 07:00:00+00,2012/09/13 07:00:00+00,15804.25044832,2012,UNKNOWN,688430395.798926,225110.398254355
294,WAWFS,WA FIRE SERVICE,APACHE PASS,310,2012/09/09 07:00:00+00,2012/09/13 07:00:00+00,23324.09347551,2012,UNKNOWN,1015993447.80716,321822.590235034
295,WAOWF,OKAN-WEN NF,LEECHER,571,2012/09/09 07:00:00+00,2012/09/17 07:00:00+00,1319.70299959,2012,LIGHTNING,57486032.717148,57087.7243234052
296,WAOWF,OKAN-WEN NF,HUNTER,520,2012/09/09 07:00:00+00,2012/09/17 07:00:00+00,211.42089207,2012,LIGHTNING,9209457.220459,21011.9714433724
297,WAOWF,OKAN-WEN NF,TRAIL CREEK,539,2012/09/09 07:00:00+00,2012/09/17 07:00:00+00,24.11552485,2012,LIGHTNING,1050468.060521,9433.60621691687
298,WAOWF,OKAN-WEN NF,STAFFORD CREEK,585,2012/09/09 07:00:00+00,2012/09/23 07:00:00+00,33.80616122,2012,LIGHTNING,1472590.492298,8536.32790579069
299,WAOWF,OKAN-WEN NF,DIAMOND HEAD,596,2012/09/10 07:00:00+00,2012/09/19 07:00:00+00,1055.94721861,2012,UNKNOWN,45996876.854547,107661.215268627
300,WAOWF,OKAN-WEN NF,GOLD CREEK SPRINGS,462,2012/09/09 07:00:00+00,2012/09/19 07:00:00+00,31.51178589,2012,LIGHTNING,1372647.902603,5186.72676838623
301,WAOWF,OKAN-WEN NF,OLD BLEWETT PASS,597,2012/09/10 07:00:00+00,2012/09/19 07:00:00+00,22.4092772,2012,LIGHTNING,976144.2101575,7776.12365320287
302,WAOWF,OKAN-WEN NF,MOON BEAM,595,2012/09/10 07:00:00+00,2012/09/18 07:00:00+00,0.30379979,2012,LIGHTNING,13233.465927,729.885636055749
303,WAOWF,OKAN-WEN NF,JACK CREEK PASS,642,2012/09/09 07:00:00+00,2012/09/18 07:00:00+00,7.27095038,2012,UNKNOWN,316721.3316915,3439.63368502888
304,WAOWF,OKAN-WEN NF,BYRD,559,2012/09/09 07:00:00+00,2012/09/21 07:00:00+00,14164.08513399,2012,LIGHTNING,616985080.489141,196347.800806207
305,WAOWF,OKAN-WEN NF,TIMBER CREEK,644,2012/09/15 07:00:00+00,2012/09/20 07:00:00+00,153.01404743,2012,UNKNOWN,6665265.2449605,13935.5811082705
306,WAOWF,OKAN-WEN NF,WILD ROSE,534,2012/09/09 07:00:00+00,2012/09/22 07:00:00+00,1926.29887951,2012,UNKNOWN,83909243.553323,46233.3724619222
307,WANES,WA DNR - NE REGION,CHAMOKANE CREEK,137,2007/07/02 07:00:00+00,2007/07/02 07:00:00+00,155.91204468,2007,UNKNOWN,6791501.5,13524.2003055649
308,WACOF,COLVILLE NF,MT LEONA,015,2001/08/01 07:00:00+00,2001/08/01 07:00:00+00,4895.29859926,2001,UNKNOWN,213238354.027657,84286.5223349219
309,WACOA,COLVILLE AGENCY,SIX MILE 2,180,2013/08/10 07:00:00+00,2013/08/10 07:00:00+00,4.82819487,2013,UNKNOWN,210315.3273065,1835.63813972016
310,WACOA,COLVILLE AGENCY,WHITMORE SOUTH,180,2013/08/10 07:00:00+00,2013/08/10 07:00:00+00,169.38386422,2013,LIGHTNING,7378331.612136,11175.9192665344
311,WACOA,COLVILLE AGENCY,SIX MILE,180,2013/08/10 07:00:00+00,2013/08/10 07:00:00+00,247.61426584,2013,LIGHTNING,10786034.2758085,14418.5463416696
312,WACOA,COLVILLE AGENCY,WHITMORE 3,180,2013/08/10 07:00:00+00,2013/08/10 07:00:00+00,4.98456802,2013,LIGHTNING,217126.91465,1950.40465231754
313,WANES,WA DNR - NE REGION,LITTLE CHOPAKA,160,2007/07/07 07:00:00+00,2007/07/11 07:00:00+00,4428.34102028,2007,MISCELLANEOUS,192897763.25,61918.7637723353
314,WAWFS,WA FIRE SERVICE,EASY STREET,236,2007/07/07 07:00:00+00,2007/07/07 07:00:00+00,5208.62754937,2007,MISCELLANEOUS,226886908.5,73626.3604079219
315,WAOWF,OKAN-WEN NF,CROW CREEK,408,2007/08/02 07:00:00+00,2007/08/04 07:00:00+00,83.0082751,2007,UNKNOWN,3615826,13815.3651213712
316,WASPD,SPOKANE BLM,DOUGLAS CREEK,006,2007/07/09 07:00:00+00,2007/07/10 07:00:00+00,3156.02448129,2007,FIREWORKS,137475876.5,48733.5752469511
317,WANES,WA DNR - NE REGION,TUNK GRADE,215,2007/07/14 07:00:00+00,2007/07/17 07:00:00+00,16498.06617585,2007,LIGHTNING,718652888,142982.08694422
318,WAWFS,WA FIRE SERVICE,LES BLAIR,2399,2007/07/30 07:00:00+00,2007/08/01 07:00:00+00,7037.32239857,2007,UNKNOWN,306544537.5,72135.2901130733
319,WASES,WA DNR - SE REGION,BEASLEY HILL,806,2007/08/14 07:00:00+00,2007/08/14 07:00:00+00,85.71552881,2007,UNKNOWN,3733753.5,8455.76579799213
320,WACOF,COLVILLE NF,PEND D'OREILLE,194,2007/08/11 07:00:00+00,2007/08/18 07:00:00+00,9730.19778533,2007,LIGHTNING,423845720.141072,133743.061183812
321,WANCP,NORTH CASCADES NP,TOLO,112,2007/07/15 07:00:00+00,2007/08/16 07:00:00+00,293.17027851,2007,LIGHTNING,12770446.25,20220.8962758129
322,WAMCR,MID COLUMBIA NWR,WAUTOMA,070084,2007/08/16 07:00:00+00,2007/08/17 07:00:00+00,67291.4018444,2007,MISCELLANEOUS,2931201739.5,320300.44766484
323,WA,UNKNOWN,BLACK ROCK,808,2007/08/31 07:00:00+00,2007/09/01 07:00:00+00,32139.34579784,2007,UNKNOWN,1399984303,176767.732366519
324,WA,UNKNOWN,MILEPOST 17,70082,2007/08/13 07:00:00+00,2007/09/07 07:00:00+00,6452.10503245,2007,MISCELLANEOUS,281052571,92282.3381920601
325,WAWFS,WA FIRE SERVICE,HORSE HEAVEN COMPLEX - MCBEE,802,2007/07/13 07:00:00+00,2007/07/15 07:00:00+00,3097.28286821,2007,LIGHTNING,134917102.069,87691.431820523
326,WASES,WA DNR - SE REGION,EASTON RIDGE,407,2007/08/02 07:00:00+00,2007/08/04 07:00:00+00,401.45718434,2007,EQUIPMENT USE,17487405,25888.1305816483
327,WA,UNKNOWN,SOUTH OMAK LAKE,247,2007/08/30 07:00:00+00,2007/08/30 07:00:00+00,10508.6868522,2007,ARSON,457756568.25,115832.460805448
328,WAWFS,WA FIRE SERVICE,HORSE HEAVEN COMPLEX - OVERLOOK,802,2007/07/13 07:00:00+00,2007/07/16 07:00:00+00,19565.90062349,2007,LIGHTNING,852287222,183017.803070267
329,WACOA,COLVILLE AGENCY,MANILLA CREEK,256,2007/09/10 07:00:00+00,2007/09/16 07:00:00+00,26799.11099589,2007,ARSON,1167364605.5085,197519.781587631
330,WASES,WA DNR - SE REGION,BOUGHTON MILL,685,2007/09/20 07:00:00+00,2007/09/22 07:00:00+00,138.02876607,2007,RAILROAD,6012509,11658.5302390038
331,WAYAA,BIA - YAKIMA,PINE SPRING,122,2007/08/11 07:00:00+00,2007/08/11 07:00:00+00,1850.59474959,2007,ARSON,80611584.845,50618.9347922761
332,WAOWF,OKAN-WEN NF,DOMKE LAKE,434,2007/08/05 07:00:00+00,2007/09/11 07:00:00+00,10333.14695436,2007,LIGHTNING,450110080.886,151517.614731443
333,WA,UNKNOWN,PANTHER CREEK WFU,611,2007/08/05 07:00:00+00,2007/09/28 07:00:00+00,204.02074262,2007,LIGHTNING,8887108,13166.5309174771
334,WANES,WA DNR - NE REGION,ARBYS 231,415,2007/09/07 07:00:00+00,2007/09/07 07:00:00+00,6.56591814,2007,SMOKER,286010.25,3247.65422967408
335,WANES,WA DNR - NE REGION,BURNT VALLEY,416,2007/09/08 07:00:00+00,2007/09/08 07:00:00+00,26.68260214,2007,ELECTRIC FENCE,1162289.5,4807.93858577673
336,WA,UNKNOWN,WHISPERING PINES,UNKNOWN,2007/09/15 07:00:00+00,2007/09/15 07:00:00+00,14.05962924,2007,DEBRIS BURN,612435,3584.7459624691
337,WASPD,SPOKANE BLM,MILLER HOMESTEAD,884,2012/09/01 07:00:00+00,2012/09/01 07:00:00+00,358.85403571,2012,UNKNOWN,15631619.268741,25084.4213438271
338,WAOWF,OKAN-WEN NF,CAMELS HUMP,362,2008/07/24 07:00:00+00,2008/07/31 07:00:00+00,116.58766848,2008,MISCELLANEOUS,5078538.5247465,11813.7201230894
339,WANES,WA DNR - NE REGION,CAYUSE,358,2008/07/09 07:00:00+00,2008/07/13 07:00:00+00,1744.23240162,2008,DEBRIS BURN,75978459.5,48770.6465471348
340,ORCGF,COLUMBIA RG NSA,MARYHILL,016,2006/06/18 07:00:00+00,2006/06/19 07:00:00+00,801.310141,2006,MISCELLANEOUS,34904930.121678,40590.7503536199
341,WANES,WA DNR - NE REGION,GATEWAY LANE,196,2006/07/15 07:00:00+00,2006/07/15 07:00:00+00,113.23336596,2006,EQUIPMENT USE,4932425.6913785,23223.2749354103
342,WASPD,SPOKANE BLM,BADGER HOLLOW,UNKNOWN,2006/08/01 07:00:00+00,2006/08/01 07:00:00+00,7384.36203656,2006,UNKNOWN,321661523.662489,80649.2156062786
343,WASPD,SPOKANE BLM,WELCH ROAD,UNKNOWN,2006/08/01 07:00:00+00,2006/08/01 07:00:00+00,2570.95243167,2006,UNKNOWN,111990239.961165,61496.0063147114
344,WACOA,COLVILLE AGENCY,CAMERON LAKE ROAD,UNKNOWN,2006/08/22 07:00:00+00,2006/08/22 07:00:00+00,1568.08507291,2006,EQUIPMENT USE,68305512.553117,43658.0110875763
345,WACOA,COLVILLE AGENCY,SWAWILLA BASIN,UNKNOWN,2006/07/14 07:00:00+00,2006/07/14 07:00:00+00,81.54705117,2006,ARSON,3552175.3401825,9632.12060936808
346,WANES,WA DNR - NE REGION,FRUIT HILL,258,2006/07/29 07:00:00+00,2006/07/29 07:00:00+00,115.56873834,2006,ARSON,5034154.105259,16502.1746476065
347,WASES,WA DNR - SE REGION,PALOUSE RIVER,707,2006/08/23 07:00:00+00,2006/08/23 07:00:00+00,654.42068351,2006,UNKNOWN,28506450.9476135,49537.6751398438
348,WASPS,WA DNR - SPS REGION,CARBON COPY,062,2006/08/20 07:00:00+00,2006/08/31 07:00:00+00,276.96980421,2006,UNKNOWN,12064756.412296,17137.0775564233
349,WAOWF,OKAN-WEN NF,TRINITY,521,2004/07/22 07:00:00+00,2004/07/23 07:00:00+00,3.53739765,2004,LIGHTNING,154088.4254855,1653.87029066276
350,WAYAA,BIA - YAKIMA,SPRING CREEK,006,2004/04/27 07:00:00+00,2004/04/30 07:00:00+00,707.44859209,2004,DEBRIS BURN,30816337.4055735,29593.3465171317
351,WAMSF,MT. BAKER-SNOQ NF,FATHERS DAY,UNKNOWN,2004/06/19 07:00:00+00,2004/06/19 07:00:00+00,20.49742216,2004,UNKNOWN,892864.1378035,3732.01542726777
352,WAMSF,MT. BAKER-SNOQ NF,SWIFT CREEK,121,2004/07/17 07:00:00+00,2004/07/27 07:00:00+00,172.9171597,2004,LIGHTNING,7532241.347672,12026.0282686498
353,WAMSF,MT. BAKER-SNOQ NF,SURVEY POINT,UNKNOWN,2004/08/14 07:00:00+00,2004/08/21 07:00:00+00,68.18345872,2004,LIGHTNING,2970059.581655,6862.11798940598
354,WAOWF,OKAN-WEN NF,GLORY MOUNTAIN,080,2001/08/01 07:00:00+00,2001/08/01 07:00:00+00,928.73202986,2001,UNKNOWN,40455405.398642,25815.6412143267
355,WAOWF,OKAN-WEN NF,SWEETGRASS,031,2003/08/01 07:00:00+00,2003/08/01 07:00:00+00,181.31183649,2003,UNKNOWN,7897912.005942,13649.1516811708
356,WACOF,COLVILLE NF,TOGO,035,2003/08/01 07:00:00+00,2003/08/01 07:00:00+00,5218.37220836,2003,UNKNOWN,227311384.147734,98106.4292992838
357,WAOWF,OKAN-WEN NF,WILCOX,081,2003/08/01 07:00:00+00,2003/08/01 07:00:00+00,440.55194383,2003,UNKNOWN,19190365.9116385,32278.8284474973
358,WAOWF,OKAN-WEN NF,MIDDLE QUARTZ MT,028,2002/08/01 07:00:00+00,2002/08/01 07:00:00+00,7402.71028141,2002,UNKNOWN,322460770.010974,204799.397718462
359,WAOWF,OKAN-WEN NF,QUARTZ MT,030,2002/08/01 07:00:00+00,2002/08/01 07:00:00+00,4208.26808036,2002,UNKNOWN,183311424.332799,104080.961932428
360,WA,UNKNOWN,ICICLE COMPLEX,UNKNOWN,2001/08/14 07:00:00+00,2001/08/21 07:00:00+00,8006.07151715,2001,LIGHTNING,348743080.310618,156012.787038909
361,WANES,WA DNR - NE REGION,MARSHALL,326,2007/08/11 07:00:00+00,2007/08/11 07:00:00+00,384.39492287,2007,UNKNOWN,16744175.8635,42410.6582352534
362,WASES,WA DNR - SE REGION,ELLENSBURG PASS,649,2007/09/10 07:00:00+00,2007/09/10 07:00:00+00,452.8422728,2007,UNKNOWN,19725730.5,19542.0393007018
363,WANES,WA DNR - NE REGION,WRIGHTS VALLEY,408,2007/09/03 07:00:00+00,2007/09/03 07:00:00+00,226.22968132,2007,UNKNOWN,9854525.5,15749.0181777478
364,WAOWF,OKAN-WEN NF,CONRAD LAKE,530,2013/08/13 07:00:00+00,2013/09/01 07:00:00+00,1103.61828217,2013,LIGHTNING,48073420.0769695,46073.2432732814
365,WASPD,SPOKANE BLM,BURBANK,324,2013/07/22 07:00:00+00,2013/07/23 07:00:00+00,202.56539119,2013,MISCELLANEOUS,8823713.145173,21168.6809070307
366,WANES,WA DNR - NE REGION,KEYSTONE NORTH,633,2013/08/01 07:00:00+00,2013/08/05 07:00:00+00,459.27384245,2013,UNKNOWN,20005888.5535335,22048.4126775425
367,WANES,WA DNR - NE REGION,KEYSTONE,608,2013/08/01 07:00:00+00,2013/08/05 07:00:00+00,434.30626536,2013,LIGHTNING,18918305.2456115,26210.810510139
368,WANES,WA DNR - NE REGION,TUNK PEAK,651,2013/08/01 07:00:00+00,2013/08/05 07:00:00+00,12.60465383,2013,LIGHTNING,549056.524513,3251.38116456859
369,WANES,WA DNR - NE REGION,CORRAL LAKE,640,2013/08/01 07:00:00+00,2013/08/05 07:00:00+00,0.97552986,2013,UNKNOWN,42493.910641,904.377542554734
370,WAWFS,WA FIRE SERVICE,DEAD CANYON,405,2013/09/10 07:00:00+00,2013/09/12 07:00:00+00,3707.96743489,2013,MISCELLANEOUS,161518415.388121,129038.552966289
371,WASPD,SPOKANE BLM,WEBBER,50795,2013/09/18 07:00:00+00,2013/09/19 07:00:00+00,681.24457214,2013,FIREWORKS,29674894.8625785,28878.3077393213
372,WAWFS,WA FIRE SERVICE,B&O,221,2013/07/15 07:00:00+00,2013/07/16 07:00:00+00,1451.1550919,2013,UNKNOWN,63212062.9540035,65645.4630733738
373,WASPD,SPOKANE BLM,IONE,194,2013/07/04 07:00:00+00,2013/07/08 07:00:00+00,338.53387351,2013,MISCELLANEOUS,14746476.54403,22458.2074875073
374,WASES,WA DNR - SE REGION,GRAND RONDE,1034,2013/08/29 07:00:00+00,2013/08/30 07:00:00+00,613.01622248,2013,LIGHTNING,26702879.839344,23824.0033568814
375,WASES,WA DNR - SE REGION,MAIL TRAIL,217,2013/06/09 07:00:00+00,2013/06/13 07:00:00+00,2495.18489127,2013,MISCELLANEOUS,108689819.103028,67432.8451364301
376,WAPCS,WA DNR - PC REGION,DOG MOUNTAIN,002,2013/05/04 07:00:00+00,2013/05/13 07:00:00+00,198.76701237,2013,UNKNOWN,8658256.4258625,19572.7267318857
377,ORCGF,COLUMBIA RG NSA,MAJOR CREEK,199,2013/07/03 07:00:00+00,2013/07/05 07:00:00+00,149.20407621,2013,MISCELLANEOUS,6499303.562335,12530.3179144142
378,WAOWF,OKAN-WEN NF,ALPINE,518,2014/08/01 07:00:00+00,2014/08/12 07:00:00+00,19.39150482,2014,LIGHTNING,844690.571157,4111.03199069858
379,WAOWF,OKAN-WEN NF,CHIWAUKUM CREEK,356,2014/07/15 07:00:00+00,2014/08/12 07:00:00+00,13894.58962778,2014,LIGHTNING,605245903.195314,287372.053703302
380,WAWFS,WA FIRE SERVICE,SNAKE RIVER,368,2016/08/02 07:00:00+00,2016/08/04 07:00:00+00,11366.23858601,2016,HUMAN,495111372.35509,165543.009601556
381,WAOLP,OLYMPIC NP,COX VALLEY,135,2016/07/21 07:00:00+00,2016/08/26 07:00:00+00,56.99801953,2016,LIGHTNING,2482823.7992825,13295.7125856847
382,WANWS,WA DNR - NW REGION,HOT SHOT,015,2016/05/12 07:00:00+00,2016/05/17 07:00:00+00,59.49864153,2016,UNKNOWN,2591750.4579395,9792.90427401226
383,WASES,WA DNR - SE REGION,25 MILE,279,2014/07/10 07:00:00+00,2014/07/10 07:00:00+00,218.18466731,2014,UNKNOWN,9504086.091357,17067.7122802594
384,WASES,WA DNR - SE REGION,SKOOKUM,332,2014/07/14 07:00:00+00,2014/07/14 07:00:00+00,60.84558576,2014,UNKNOWN,2650423.113948,8332.93479443032
385,WANES,WA DNR - NE REGION,CARLTON COMPLEX-RISING EAGLE RD,487,2014/07/14 07:00:00+00,2014/08/12 07:00:00+00,255899.59574273,2014,LIGHTNING,11146941802.6524,1437464.70532389
386,WACOA,COLVILLE AGENCY,DEVILS ELBOW,168,2014/08/03 07:00:00+00,2014/08/13 07:00:00+00,24003.21453281,2014,LIGHTNING,1045575842.73307,460297.763033596
387,WASPD,SPOKANE BLM,WATERMELON,591,2014/07/19 07:00:00+00,2014/07/20 07:00:00+00,11416.981906,2014,UNKNOWN,497321742.532269,124575.550085707
388,WAOWF,OKAN-WEN NF,UPPER FALLS,570,2014/08/06 07:00:00+00,2014/08/20 07:00:00+00,8113.66736329,2014,LIGHTNING,353429936.621127,194027.613888007
389,WAOWF,OKAN-WEN NF,SOUTH CLE ELUM RIDGE,621,2014/08/07 07:00:00+00,2014/08/19 07:00:00+00,887.71468514,2014,UNKNOWN,38668697.009615,48209.6349020637
390,WASES,WA DNR - SE REGION,I-82 MANASHTASH,226,2014/07/03 07:00:00+00,2014/07/04 07:00:00+00,1994.73310648,2014,BURNIN MATERIAL,86890226.556228,80456.7833063649
391,WASES,WA DNR - SE REGION,YAXON CANYON,849,2014/09/22 07:00:00+00,2014/09/23 07:00:00+00,45.8382727,2014,LIGHTNING,1996707.1717625,6747.09859966019
392,WASES,WA DNR - SE REGION,FOSTER CREEK,126,2014/06/03 07:00:00+00,2014/06/03 07:00:00+00,377.3075606,2014,LIGHTNING,16435451.597545,25256.2945199399
393,WASES,WA DNR - SE REGION,BOX CANYON,580,2014/08/03 07:00:00+00,2014/08/03 07:00:00+00,54.74024098,2014,LIGHTNING,2384475.3591465,6972.97945581755
394,WASES,WA DNR - SE REGION,AUVIL CANYON,731,2014/08/21 07:00:00+00,2014/08/21 07:00:00+00,633.13542642,2014,LIGHTNING,27579268.8573985,22523.6313901872
395,WASES,WA DNR - SE REGION,BMIDC INC 881,646,2014/08/11 07:00:00+00,2014/08/11 07:00:00+00,131.76951708,2014,LIGHTNING,5739857.20444,14817.4189040623
396,WASES,WA DNR - SE REGION,BMIDC INC 879,645,2014/08/11 07:00:00+00,2014/08/11 07:00:00+00,30.07020222,2014,LIGHTNING,1309852.7690825,7381.51918084475
397,WAPCS,WA DNR - PC REGION,TEAGUE RD,0065,2014/08/10 07:00:00+00,2014/08/10 07:00:00+00,58.57170025,2014,UNKNOWN,2551373.0573135,8132.08191766568
398,WACOA,COLVILLE AGENCY,BELVEDERE,057,2014/06/04 07:00:00+00,2014/06/04 07:00:00+00,865.45745791,2014,UNKNOWN,37699176.069313,29240.3369032855
399,WACOA,COLVILLE AGENCY,BRODY CANYON,059,2014/06/12 07:00:00+00,2014/06/13 07:00:00+00,818.24416787,2014,UNKNOWN,35642573.3815935,37419.6179349504
400,WACOA,COLVILLE AGENCY,LAWSON FLATS,037,2014/04/07 07:00:00+00,2014/04/08 07:00:00+00,410.67355137,2014,HUMAN,17888868.3421625,33919.559120608
401,WANES,WA DNR - NE REGION,RUNNING DEER,1216,2014/08/27 07:00:00+00,2014/08/28 07:00:00+00,25.61081679,2014,UNKNOWN,1115602.717087,5937.9134566176
402,WASES,WA DNR - SE REGION,SADDLE MOUNTAIN,358,2014/07/18 07:00:00+00,2014/07/18 07:00:00+00,24917.44287758,2014,UNKNOWN,1085399470.13632,217063.40833556
403,WAPCS,WA DNR - PC REGION,MINERAL HILL,0097,2014/09/07 07:00:00+00,2014/09/07 07:00:00+00,6.09674558,2014,UNKNOWN,265573.174996,2657.37593123542
404,WASPD,SPOKANE BLM,MALAGA,112,2014/05/28 07:00:00+00,2014/05/29 07:00:00+00,1248.52299942,2014,LIGHTNING,54385444.3124135,43877.010737081
405,WACOA,COLVILLE AGENCY,SILVER CREEK II,072,2014/07/04 07:00:00+00,2014/07/05 07:00:00+00,273.91414312,2014,HUMAN,11931652.347576,14021.7438940374
406,WAWFS,WA FIRE SERVICE,ROCK HILL,501,2014/07/06 07:00:00+00,2014/07/07 07:00:00+00,1129.53261576,2014,HUMAN,49202243.9331395,40542.372035813
407,WANES,WA DNR - NE REGION,LAKE SPOKANE,443,2014/07/09 07:00:00+00,2014/07/10 07:00:00+00,1016.31089024,2014,STRUCTURE FIRE,44270325.2971,36176.5295567059
408,WASPD,SPOKANE BLM,R ROAD,383,2014/07/16 07:00:00+00,2014/07/16 07:00:00+00,3320.86236455,2014,UNKNOWN,144656185.973274,47557.5166061874
409,WANES,WA DNR - NE REGION,BUGG ROAD,428,2014/07/21 07:00:00+00,2014/07/22 07:00:00+00,1168.94735515,2014,HUMAN,50919143.113194,33788.8201426348
410,WAOWF,OKAN-WEN NF,SHOOFLY,587,2014/08/04 07:00:00+00,2014/08/15 07:00:00+00,163.05324888,2014,LIGHTNING,7102571.1107025,31112.3368995448
411,WANWS,WA DNR - NW REGION,PROCTOR CREEK 62 RD,016,2016/05/13 07:00:00+00,2016/05/15 07:00:00+00,289.15345057,2016,UNKNOWN,12595473.9249065,19187.234691381
412,WAMCR,MID COLUMBIA NWR,DIVISION ROAD,393,2016/08/10 07:00:00+00,2016/08/13 07:00:00+00,722.28632487,2016,UNKNOWN,31462666.4602105,39478.3415266061
413,WASPD,SPOKANE BLM,WEBBER CANYON,082,2016/05/11 07:00:00+00,2016/05/16 07:00:00+00,504.28730502,2016,UNKNOWN,21966667.139602,32050.9858173996
414,WASPD,SPOKANE BLM,SUNLAND,114,2016/05/29 07:00:00+00,2016/05/31 07:00:00+00,1912.50084442,2016,HUMAN,83308203.549297,50293.0142107362
415,WACOA,COLVILLE AGENCY,TIMM RANCH,037,2016/06/08 07:00:00+00,2016/06/22 07:00:00+00,1357.3019961,2016,UNKNOWN,59123838.4541585,44401.9547159029
416,WASPD,SPOKANE BLM,BEAM ROAD,170,2016/06/20 07:00:00+00,2016/06/20 07:00:00+00,1293.95488443,2016,HUMAN,56364449.307411,47264.9389401793
417,WASPD,SPOKANE BLM,ROCKY FORD,430,2016/07/09 07:00:00+00,2016/07/11 07:00:00+00,1951.63481684,2016,HUMAN,85012872.5689505,51962.897573481
418,WASPD,SPOKANE BLM,MCBEE COMMAND,253,2016/07/14 07:00:00+00,2016/07/15 07:00:00+00,1689.16982852,2016,HUMAN,73579943.4096575,63676.7037222426
419,WASES,WA DNR - SE REGION,ANTILON LAKE,340,2016/07/29 07:00:00+00,2016/07/30 07:00:00+00,827.07515956,2016,UNKNOWN,36027249.8411475,30705.3352133742
420,WASPD,SPOKANE BLM,BLACK ROCK ROAD,597,2016/07/30 07:00:00+00,2016/07/31 07:00:00+00,16005.33672165,2016,UNKNOWN,697189678.828025,207695.604635449
421,WAOWF,OKAN-WEN NF,HALFWAY,352,2016/07/31 07:00:00+00,2016/08/01 07:00:00+00,341.2472569,2016,HUMAN,14864671.051932,20374.467035677
422,WASPD,SPOKANE BLM,RANGE 12,344,2016/07/30 07:00:00+00,2016/08/03 07:00:00+00,176580.63221659,2016,UNKNOWN,7691821571.97608,616505.361020293
423,WAWFS,WA FIRE SERVICE,ROAD 10,704,2016/08/02 07:00:00+00,2016/08/04 07:00:00+00,2567.78464465,2016,UNKNOWN,111852251.71062,56751.6511700976
424,WACOA,COLVILLE AGENCY,KEWA,082,2016/08/02 07:00:00+00,2016/08/10 07:00:00+00,1893.98283359,2016,UNKNOWN,82501562.2240545,68306.7718734337
425,WAYAA,BIA - YAKIMA,TULE #6,147,2016/08/21 07:00:00+00,2016/08/22 07:00:00+00,8469.38731608,2016,UNKNOWN,368925035.783827,92882.2300003314
426,WAWFS,WA FIRE SERVICE,KAHLOTUS,444,2016/08/21 07:00:00+00,2016/08/24 07:00:00+00,8463.65626039,2016,UNKNOWN,368675391.996385,102479.114164857
427,WANES,WA DNR - NE REGION,WELLESLEY,807,2016/08/21 07:00:00+00,2016/08/24 07:00:00+00,341.17201945,2016,UNKNOWN,14861393.721477,26226.3543849854
428,WANES,WA DNR - NE REGION,CAYUSE MTN.,024,2016/08/21 07:00:00+00,2016/08/30 07:00:00+00,18095.96213619,2016,HUMAN,788256957.615136,164244.900137631
429,WANES,WA DNR - NE REGION,YALE,808,2016/08/21 07:00:00+00,2016/08/28 07:00:00+00,5870.2343241,2016,UNKNOWN,255706384.329185,174644.143088132
430,WANES,WA DNR - NE REGION,HART,806,2016/08/21 07:00:00+00,2016/08/30 07:00:00+00,4936.45939127,2016,UNKNOWN,215031310.955795,101132.837609982
431,WANES,WA DNR - NE REGION,DEEP NORTH,802,2016/08/21 07:00:00+00,2016/08/31 07:00:00+00,590.98276295,2016,UNKNOWN,25743106.1812035,50665.3695557944
432,WAOWF,OKAN-WEN NF,MILLS CANYON,267,2014/07/08 07:00:00+00,2014/07/19 07:00:00+00,22005.97065323,2014,STRUCTURE FIRE,958576247.33807,158272.516008818
433,WASES,WA DNR - SE REGION,SUNCREST,459,2016/08/27 07:00:00+00,2016/08/30 07:00:00+00,420.12428774,2016,UNKNOWN,18300540.7714405,31658.4691837271
434,WASES,WA DNR - SE REGION,COTTONWOOD,168,2014/06/17 07:00:00+00,2014/06/18 07:00:00+00,8942.47742054,2014,MISCELLANEOUS,389532758.30306,109047.634879008
435,WASPD,SPOKANE BLM,BIGHORN,615,2014/08/06 07:00:00+00,2014/08/06 07:00:00+00,265.97106069,2014,UNKNOWN,11585653.060794,16906.0068829944
436,WASPD,SPOKANE BLM,COYOTE FLATS,050335,2014/07/14 07:00:00+00,2014/07/15 07:00:00+00,1785.49945304,2014,LIGHTNING,77776045.0692865,78924.409310321
437,WASES,WA DNR - SE REGION,STATION,595,2014/08/04 07:00:00+00,2014/08/05 07:00:00+00,37.38143728,2014,UNKNOWN,1628328.894565,6780.13640781382
438,WANCP,NORTH CASCADES NP,THUNDER CREEK,002,2015/05/30 07:00:00+00,2015/06/04 07:00:00+00,103.31840727,2015,LIGHTNING,4500531.818365,8933.62859326455
439,WANES,WA DNR - NE REGION,EGYPT LOOP 2,435,2015/06/15 07:00:00+00,2015/06/22 07:00:00+00,209.70229117,2015,UNKNOWN,9134595.2648235,13143.1053692641
